Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2021-01-01_2022-01-01,GM,31.974,21.369,18.323,0.986,1.532,-14.209
Average,GM,31.974,21.369,18.323,0.986,1.532,-14.209
2020-01-01_2021-01-01,TIF,4.603,3.164,16.443,0.088,0.144,-15.812
Average,TIF,4.603,3.164,16.443,0.088,0.144,-15.812
2023-01-01_2024-01-01,GILD,4.118,2.865,12.121,0.049,0.067,-10.722
Average,GILD,4.118,2.865,12.121,0.049,0.067,-10.722
2007-01-01_2008-01-01,APCC,0.705,0.705,1.420,1.429,2.352,-0.356
Average,APCC,0.705,0.705,1.420,1.429,2.352,-0.356
2017-01-01_2018-01-01,KEY,14.314,9.817,9.038,0.753,1.147,-5.472
Average,KEY,14.314,9.817,9.038,0.753,1.147,-5.472
2009-01-01_2010-01-01,AYE,158.601,93.399,142.260,0.794,10.571,-10.358
2010-01-01_2011-01-01,AYE,-19.017,-13.692,30.095,-0.439,-0.617,-32.217
Average,AYE,69.792,39.854,86.178,0.177,4.977,-21.287
Average,All,21.047,13.257,22.892,0.542,1.043,-18.277
