Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2022-01-01_2023-01-01,F,-4.880,-3.432,19.850,-0.227,-0.332,-21.768
Average,F,-4.880,-3.432,19.850,-0.227,-0.332,-21.768
2021-01-01_2022-01-01,FCX,17.414,11.859,16.585,0.579,0.921,-10.994
Average,FCX,17.414,11.859,16.585,0.579,0.921,-10.994
2004-01-01_2005-01-01,NOVL,-18.498,-13.204,24.492,-0.576,-0.757,-36.202
Average,NOVL,-18.498,-13.204,24.492,-0.576,-0.757,-36.202
2014-01-01_2015-01-01,FSLR,-11.469,-8.109,17.947,-0.546,-0.685,-18.276
2023-01-01_2024-01-01,FSLR,-3.116,-2.192,21.714,-0.132,-0.195,-29.880
Average,FSLR,-7.293,-5.150,19.831,-0.339,-0.440,-24.078
2015-01-01_2016-01-01,EW,-10.500,-7.412,13.043,-0.752,-1.003,-23.484
Average,EW,-10.500,-7.412,13.043,-0.752,-1.003,-23.484
2008-01-01_2009-01-01,RX,13.928,9.447,20.973,0.390,0.688,-13.303
Average,RX,13.928,9.447,20.973,0.390,0.688,-13.303
Average,All,5.200,3.197,18.055,0.056,0.662,-18.108
